iso_code,title,description,lang_tranlation,title_translated,description_translated,pubDate
cy,Ο Τραμπ προανήγγειλε τη δημοσιοποίηση αρχείων για τη δολοφονία Κένεντι,"Ο πρόεδρος των ΗΠΑ Ντόναλντ Τραμπ δήλωσε σήμερα πως το πρωί της Τρίτης (σ.σ. απόγευμα στην Κύπρο) θα δημοσιοποιηθούν αρχεία περίπου 80.000 σελίδων που αφορούν τον πρώην πρόεδρο Τζον Φιτζέραλντ Κένεντι.Στα τέλη Ιανουαρίου, ο Τραμπ υπέγραψε διάταγμα για τον αποχαρακτηρισμό των αρχείων της αμερικανικής κυβέρνησης σχετικά με τις δολοφονίες του προέδρου Τζον Φ. Κένεντι το 1963, του αδελφού του, του Ρόμπερτ Φ. Κένεντι το 1968, καθώς και του ηγέτη του κινήματος για τα δικαιώματα του πολίτη Μάρτιν Λούθερ Κινγκ Τζούνιορ την ίδια χρονιά.Πάνω από 50 χρόνια μετά τις δολοφονίες των αδελφών Κένεντι και του Μάρτιν Λούθερ Κινγκ, «οι οικογένειές τους και ο αμερικανικός λαός αξίζουν τη διαφάνεια και την αλήθεια. Είναι προς το εθνικό συμφέρον να δημοσιοποιήσουμε οριστικά όλα τα αρχεία που συνδέονται με αυτές τις δολοφονίες χωρίς καθυστέρηση», σύμφωνα με το διάταγμα.Στα τέλη Νοεμβρίου, μετά την εκλογή του, ο Ντόναλντ Τραμπ είχε επαναλάβει την υπόσχεση της προεκλογικής εκστρατείας του να δημοσιοποιήσει τους τελευταίους φακέλους με τη διαβάθμιση «άκρως απόρρητο» που υπάρχουν στα Εθνικά Αρχεία αναφορικά με τη δολοφονία του «JFK».Η επίσημη επιτροπή, που ερεύνησε αυτή τη δολοφονία, κατέληξε το 1964 στο συμπέρασμα ότι ο Λι Χάρβεϊ Όσβαλντ, ένας πρώην κομάντο του Πολεμικού Ναυτικού, ο οποίος είχε ζήσει στη Σοβιετική Ένωση, είχε δράσει μόνος του. Όμως η δολοφονία του προέδρου Κένεντι προκαλεί μέχρι σήμερα αναρίθμητες εικασίες.Το Δεκέμβριο 2022, τα Εθνικά Αρχεία δημοσιοποίησαν περισσότερα από 13.000 έγγραφα. Όμως η κυβέρνηση Μπάιντεν είχε εμποδίσει τη δημοσιοποίηση χιλιάδων άλλων, επικαλούμενη λόγους εθνικής ασφαλείας.Πηγή: ΑΠΕ-ΜΠΕ-Reuters",en,,"(..) 80,000.  ;.   1963,,.   1968 ,.  50 ,.                   ;.  ,, JFK.  ,, 1964 ,..           .  2022, 13,000.          ,.: -RUTERS",2025-03-18 05:05:46
cy,Ομόνοια: Μόνο έτσι σώζεται η σεζόν...,"Ας είμαστε ειλικρινείς. Βλέποντας τη βαθμολογία και την Ομόνοια να βρίσκεται στο -12 από την πρώτη θέση, οι ελπίδες για κατάκτηση του τίτλου είναι μηδαμινές... Το «τριφύλλι» δεν μπορεί βαθμολογικά να... ακουμπήσει και να δει στα μάτια Πάφο και Άρη, τόσο στο αγωνιστικό κομμάτι όσο και στο θέμα ποιότητας. Η ισοπαλία με την ΑΕΚ έβαλε [...]The post Ομόνοια: Μόνο έτσι σώζεται η σεζόν... appeared first on Super Sport FM.",en,: ...,".          -12, ... ...,.       [...] The post: ... appeared first on super sport fm.",2025-03-18 05:50:08
cy,Ισραηλινά πλήγματα στη νότια Συρία - Στόχος στρατιωτικές εγκαταστάσεις,Νωρίτερα το συριακό πρακτορείο ειδήσεων SANA είχε μεταδώσει πως τρεις άνθρωποι έχασαν τη ζωή τους από πλήγμα του ισραηλινού στρατού στην πόλη Νταράα,en,-,Sana,2025-03-18 05:50:01
cy,"Καταγέλαστοι, το λες και έτσι",,en,;,,2025-03-18 05:49:18
cy,Οργή και επεισόδια στη Β. Μακεδονία για τους 59 νεκρούς σε ντίσκο – Νέες συγκεντρώσεις σήμερα (video),CYPRUSTIMES,en,.    59 (video),Cyprustimes,2025-03-18 05:47:58
cy,Υποψηφιότητα μέσω... Γενεύης,,en,...,,2025-03-18 05:43:54
cy,Η κατάργηση των χαριστικών διατάξεων σύνταξης,,en,,,2025-03-18 05:39:03
cy,Έλενα Θεοδώρου: Αποχαιρέτησε το μαύρο χρώμα στα μαλλιά της – Έκανε τη μεγάλη αλλαγή!,SHOWBIZ,en,:!,Showbiz,2025-03-18 05:36:01
cy,Ονδούρα: 7 νεκροί στη συντριβή μικρού επιβατικού αεροσκάφους στη θάλασσα,"Μικρό επιβατικό αεροσκάφος με δεκαοκτώ επιβαίνοντες έπεσε στο νερό καθώς αναχωρούσε χθες Δευτέρα από το νησί Ροατάν της Ονδούρας (βόρεια), στην Καραϊβική Θάλασσα, με αποτέλεσμα να χάσουν τη ζωή τους τουλάχιστον επτά άνθρωποι, κατά νεότερο απολογισμό των θυμάτων, ο οποίος δημοσιοποιήθηκε από το πυροσβεστικό σώμα.Το αεροσκάφος της εταιρείας LANHSA αναχωρούσε από το διεθνές αεροδρόμιο Χουάν Μανουέλ Γκάλβες του Ροατάν για την πόλη Λα Σεΐβα, στην ηπειρωτική Ονδούρα, εξήγησαν οι αρχές.«Περισυνελέγησαν δέκα άνθρωποι» από τον τόπο του δυστυχήματος «και το νοσοκομείο μόλις μας ενημέρωσε ότι έχουμε έξι νεκρούς», δήλωσε σε δημοσιογράφους ο Γουίλμερ Γκερέρο, ο επικεφαλής της πυροσβεστικής στο Ροατάν. Λίγο αργότερα, εντοπίστηκε ακόμη ένα πτώμα κοντά στο αεροσκάφος, γεγονός που αύξησε τον απολογισμό των θυμάτων σε επτά νεκρούς, σύμφωνα με τον ίδιο.Πάντα σύμφωνα με τον αξιωματικό του πυροσβεστικού σώματος Γκερέρο, μια γαλλίδα υπήκοος, σαράντα χρονών, τραυματισμένη, επρόκειτο να «διακομιστεί σε νοσοκομείο» στη Σαν Πέδρο Σούλα, στην ηπειρωτική χώρα.Σύμφωνα με μέσα ενημέρωσης, που επικαλέστηκαν επίσημα έγγραφα της πτήσης, στους επιβάτες συγκαταλέγονταν ακόμη υπήκοος ΗΠΑ και δυο ανήλικοι.«Έκανε απότομη στροφή προς το δεξιό μέρος του διαδρόμου κι έπεσε στο νερό», σύμφωνα με τον Κάρλος Παντίγια, στέλεχος της υπηρεσίας πολιτικής αεροπορίας.Το δυστύχημα κατά τις πρώτες ενδείξεις μάλλον οφειλόταν «σε μηχανική βλάβη» στο βρετανικής κατασκευής Jetstream 41 (British Aerospace) που κινείται χάρη σε δυο ελικοστροβιλοκινητήρες, διευκρίνισε η αστυνομία της νήσου. «Το αεροσκάφος, που μετέφερε 15 επιβάτες, δυο πιλότους και μια αεροσυνοδό, υπέστη απώλεια ισχύος» και «κατέπεσε στη θάλασσα περίπου ένα χιλιόμετρο από τον διάδρομο» αποπροσγειώσεων, σύμφωνα με την ίδια πηγή.Άρχισαν αμέσως επιχειρήσεις έρευνας για άλλους επιβαίνοντες που θεωρείται πως εκσφενδονίστηκαν εκτός του αεροσκάφους, ενώ ενδέχεται να βρίσκονται κάποιοι ακόμη μέσα στο Jetstream, το οποίο βρισκόταν «αρκετά βαθιά», σύμφωνα με τον κ. Γκερέρο.Σύμφωνα με τον επικεφαλής της αστυνομίας στο Ροατάν Λισάνδρο Μουνιός, οι προσπάθειες διάσωσης ή ανάκτησης των θυμάτων και του σκάφους αναμενόταν να είναι «δύσκολη, διότι το αεροπλάνο έπεσε στη θάλασσα».Η πρόεδρος της Ονδούρας, η Σιομάρα Κάστρο, ενημέρωσε μέσω X ότι «ενεργοποίησε αμέσως» κλιμάκιο της επιτροπής επιχειρήσεων για την αντιμετώπιση εκτάκτων καταστάσεων, στην οποία βασικό ρόλο διαδραματίζει ο στρατός.Το νησί Ροατάν, στο αρχιπέλαγος Μπαΐα, συγκαταλέγεται στους κυριότερους τουριστικούς προορισμούς της χώρας της κεντρικής Αμερικής.Πηγή: ΑΠΕ-ΜΠΕ-AFP-Reuters",en,: 7,"(),, ,.    Lanhsa,,.                 ,.  ,,,.        ,, ,. ,.   ,.            ,.              Jetstream 41 (British Aerospace) ,.  , 15 ,,,.             , Jetstream,,. .         ,.   ,, X,.  ,,.:--afp-reuters",2025-03-18 05:35:34
cy,Επιθέσεις στη βόρεια Μοζαμβίκη με αρκετούς νεκρούς,"Χωρικοί σκοτώθηκαν και πολλοί άλλοι αναγκάστηκαν να εγκαταλείψουν τον τόπο τους εξαιτίας επιθέσεων στη βόρεια Μοζαμβίκη, περιοχή η οποία μαστίζεται εδώ και χρόνια από κύμα βίας αποδιδόμενο σε ομάδες τζιχαντιστών, δήλωσαν χθες Δευτέρα στο Γαλλικό Πρακτορείο κάτοικοι και πηγή του στον στρατό.Τουλάχιστον ένας άνδρας σκοτώθηκε χθες το πρωί σε επίθεση σε χωριό στην περιοχή Μελούκου, στην επαρχία Κάμπου Ντελγκάντου, ανέφεραν οι πηγές αυτές.«Εισέβαλαν στο σπίτι του για να του κλέψουν τις κατσίκες του, αλλά πρόβαλε αντίσταση και τον αποκεφάλισαν», εξήγησε χωρικός που ζήτησε να μην κατονομαστεί.«Λεηλάτησαν κάπου δέκα σπίτια», ορισμένα από τα οποία ανήκαν σε «ηγέτες κοινοτήτων», κατόπιν «τα πυρπόλησαν», πρόσθεσε η ίδια πηγή.Πηγή του AFP στον στρατό, που επίσης ζήτησε να μην κατονομαστεί, επιβεβαίωσε την επίθεση και σημείωσε πως εξώθησε χωρικούς να εγκαταλείψουν την κοινότητα.Σε άλλη επίθεση, που αποδόθηκε σε αντάρτες και διαπράχθηκε την Παρασκευή στη γειτονική περιοχή Μακόμια, δολοφονήθηκαν τρεις κάτοικοι, είπε συντοπίτης τους.Οι δράστες, που πυρπόλησαν σπίτια και έκλεψαν διάφορα αγαθά, συγκρούστηκαν με τοπική παραστρατιωτική οργάνωση, πέντε μέλη της οποίας σκοτώθηκαν, ανέφεραν χωρικοί.Η επαρχία Κάμπου Ντελγκάντου, περιοχή με υπέδαφος πλούσιο σε κοιτάσματα φυσικού αερίου, που βρέχεται από τον Ινδικό Ωκεανό, σπαράσσεται εξαιτίας επιθέσεων τζιχαντιστών που ορκίζονται πίστη στην οργάνωση Ισλαμικό Κράτος (ΙΚ) από το 2017.Το 2021 εξαπολύθηκε πολυήμερη έφοδος στην πόλη Πάλμα, σημαντικό λιμάνι, με τον αριθμό των θυμάτων να παραμένει αδιευκρίνιστος ως ακόμη και σήμερα στις τάξεις των κατοίκων κι υπεργολάβων της TotalEnergies, του γαλλικού κολοσσού των υδρογονανθράκων.Πηγή: ΑΠΕ-ΜΠΕ-AFP",en,,",.             ,.          ,.   ,,,.  AFP,,.  ,,,. ,,, ,.   ,,,, () 2017. 2021;, Totalenergies,.: - -AFP",2025-03-18 05:34:19
cy,Διαχείριση νερού: Ισραήλ Vs Κύπρος,,en,: Vs,,2025-03-18 05:28:02
